"","id","tot_orders","avg_items","avg_price","tot_cat","first_pur","last_pur","pur_time_avg","activity","last_ord_wt","tot_price","tot_qty","logtarg"
"732",2681900,2,6,56.2932205192,6,14346,15052,353,0.364481156427465,74017.4485729347,112.5864410384,12,0
"733",2682664,3,7.66666666666667,93.7027359006333,7,14249,15202,317.666666666667,0.468534906588004,111923.042041908,281.1082077019,23,0
"734",2683784,9,1.55555555555556,19.6790080599556,7,14116,16259,238.111111111111,0.988924780802953,667.199707032,177.1110725396,14,0
"735",2685477,2,3.5,27.71201133675,5,14921,14957,18,0.026431718061674,49288.6265018082,55.4240226735,7,0
"736",2686929,24,2.45833333333333,30.4045803544958,14,14024,16249,92.7083333333333,0.984949092518814,1150.8997535544,729.7099285079,59,0
"737",2687160,1,1,15.236495972,1,14584,14584,0,0,25886.806656428,15.236495972,1,0
"738",2688298,9,2.22222222222222,27.1386392380889,7,13995,16054,228.777777777778,0.899912587412587,6446.3477287322,244.2477531428,20,0
"739",2688522,1,1,9.9497375488,1,15350,15350,0,0,9283.1051330304,9.9497375488,1,0
"740",2689316,27,1.92592592592593,12.710219065263,16,13827,16133,85.4074074074074,0.938925081433225,1784.99937057,343.1759147621,52,0
"741",2691256,7,2,27.6389699664,7,14177,15061,126.285714285714,0.419753086419753,6216.7450637994,193.4727897648,14,0
"742",2691604,5,2.4,19.2772773742,6,13985,15579,318.8,0.693646649260226,19676.797851392,96.386386871,12,0
"743",2692376,2,1.5,28.924995422,2,16088,16127,19.5,0.2,5140.199523888,57.849990844,3,0
"744",2692740,29,3.41379310344828,40.2428728628552,20,13842,16264,83.5172413793103,0.992216304793118,839.7998332978,1167.0433130228,99,0
"745",2693887,11,3.63636363636364,43.5878509174091,13,13968,16046,188.909090909091,0.897624190064795,3069.149276676,479.4663600915,40,3.2580947876
"746",2694107,4,1.25,8.775042533875,5,13848,14773,231.25,0.379876796714579,9998.053169244,35.1001701355,5,0
"747",2695073,3,3.33333333333333,43.3741925556,6,14018,16145,709,0.939072847682119,2194.1991577032,130.1225776668,10,0
"748",2695189,1,3,33.080574035,3,13828,13828,0,0,81212.809255925,33.080574035,3,0
"749",2695707,7,1.85714285714286,28.4719761440286,10,14116,15637,217.285714285714,0.701892016612829,16020.792114278,199.3038330082,13,0
"750",2696240,5,1,10.54471893302,3,14660,16116,291.2,0.897104128157733,1160.6494903494,52.7235946651,5,0
"751",2697432,25,3.24,21.591134262004,21,13823,16274,98.04,0.996341463414634,277.1998901352,539.7783565501,81,0
"752",2698331,9,3.44444444444444,59.9850957658222,13,14171,15903,192.444444444444,0.820075757575758,27967.991447188,539.8658618924,31,0
"753",2699800,2,3,23.87732315045,4,14492,14760,134,0.14963707426019,30836.404280938,47.7546463009,6,0
"754",2699893,6,6.33333333333333,63.8102372483,14,14466,16208,290.333333333333,0.958723170060539,3059.999227485,382.8614234898,38,0
"755",2700573,9,1.33333333333333,35.1334342956333,4,14473,16235,195.777777777778,0.973480662983425,381.5998535136,316.2009086607,12,0
"756",2700794,2,3,30.07673645035,4,13904,14041,68.5,0.0575872215216478,43445.3867789374,60.1534729007,6,0
"757",2702401,6,7.83333333333333,86.2240463888667,5,13925,16259,389,0.989821882951654,2740.7988738888,517.3442783332,47,0
"758",2703432,15,1.46666666666667,17.0420995076267,10,13936,15823,125.8,0.804005112910098,32590.995788332,255.6314926144,22,0
"759",2704153,1,2,14.6996383667,2,14205,14205,0,0,30545.8485260026,14.6996383667,2,0
"760",2707977,2,3.5,69.53567886355,5,14116,14270,77,0.0710659898477157,204456.608287856,139.0713577271,7,0
"761",2710005,10,1.5,17.68580932615,7,13850,16158,230.8,0.948623099054665,2424.9992370625,176.8580932615,15,0
"762",2711494,2,2.5,23.8499917981,4,16039,16102,31.5,0.258196721311475,5031.7981356638,47.6999835962,5,0
"763",2715678,9,4.44444444444444,34.2293938527333,7,13823,16081,250.888888888889,0.917886178861789,5615.5983047352,308.0645446746,40,0
"764",2716100,5,2.6,19.71540832484,7,14347,15208,172.2,0.444731404958678,10965.29197645,98.5770416242,13,0
"765",2718545,5,2.2,25.8866996765,3,13995,14489,98.8,0.215909090909091,42881.7833168322,129.4334983825,11,0
"766",2719517,2,2,21.2313919068,3,13827,14268,220.5,0.179560260586319,40952.555179263,42.4627838136,4,0
"767",2720779,1,6,89.0670127874,3,15068,15068,0,0,108216.420536691,89.0670127874,6,0
"768",2722089,1,4,55.01498413,4,13828,13828,0,0,135061.78603915,55.01498413,4,0
"769",2724898,12,4.08333333333333,57.225796381725,11,13857,15915,171.5,0.848309975267931,11036.316406112,686.7095565807,49,0
"770",2725193,13,2,18.5461229176538,8,13904,14683,59.9230769230769,0.327448507776377,43889.27001888,241.0995979295,26,0
"771",2725240,7,3.14285714285714,26.6748210361286,9,14060,15087,146.714285714286,0.461988304093567,23114.8862911096,186.7237472529,22,0
"772",2725282,20,3.45,40.72552185034,14,13969,16200,111.55,0.964131374243734,3544.0987968071,814.5104370068,69,0
"773",2729296,2,1.5,17.3209094997,3,15291,15731,220,0.443548387096774,9328.796630592,34.6418189994,3,0
"774",2733960,12,2.58333333333333,48.4892034527833,6,13918,15809,157.583333333333,0.799577167019027,20168.690597262,581.8704414334,31,0
"775",2738899,5,2.2,23.60633544922,8,14488,14912,84.8,0.236211699164345,13879.418998413,118.0316772461,11,0
"776",2740443,2,2.5,29.0880441665,3,14221,16130,954.5,0.925800193986421,5775.747957144,58.176088333,5,0
"777",2741563,3,3.33333333333333,42.5139020280667,5,14348,14677,109.666666666667,0.170025839793282,66881.3928745842,127.5417060842,10,0
"778",2744589,5,1.2,15.43303985608,4,14892,16097,241,0.86628324946082,1478.6994323652,77.1651992804,6,0
"779",2744880,3,2.66666666666667,42.6758181249667,5,13905,14039,44.6666666666667,0.056349873843566,22717.298491932,128.0274543749,8,0
"780",2745062,5,3.2,45.25954132084,8,14109,14627,103.6,0.238270469181233,42123.287109168,226.2977066042,16,0
"781",2747022,1,1,10.174705505,1,14660,14660,0,0,16513.547034615,10.174705505,1,0
"782",2747065,2,1,12.78319168065,2,14802,15836,517,0.698176907494936,7554.297271512,25.5663833613,2,0
"783",2748142,12,4.91666666666667,42.6748975115,15,14201,15767,130.5,0.752161383285303,36248.9921262528,512.098770138,59,0
"784",2750937,9,5.33333333333333,68.4521314826333,7,14038,16208,241.111111111111,0.966592427616927,9191.247939975,616.0691833437,48,0
"785",2751119,7,1.85714285714286,26.5049329484857,8,14058,15882,260.571428571429,0.819775280898876,6375.8975524564,185.5345306394,13,0
"786",2756773,5,2.2,35.97155761722,8,13897,15959,412.4,0.864207879295893,13413.598022304,179.8577880861,11,0
"787",2757443,7,1.42857142857143,14.6113730837429,1,14291,16246,279.285714285714,0.981425702811245,660.449731824,102.2796115862,10,2.8864746094
"788",2760541,24,4.04166666666667,33.9841265676458,16,13963,16250,95.2916666666667,0.985775862068966,673.1998615254,815.6190376235,97,0
"789",2762021,2,2.5,20.8351402283,3,14066,14310,122,0.110058637798827,50136.3005149102,41.6702804566,5,0
"790",2765187,5,1.6,18.84919052134,5,14688,15707,203.8,0.638871473354232,2880,94.2459526067,8,0
"791",2765900,9,1.44444444444444,14.4067518444889,5,14045,16098,228.111111111111,0.91733690795353,1840.749435417,129.6607666004,13,0
"792",2766183,19,2.31578947368421,27.4373982076579,10,13900,15566,87.6842105263158,0.699118757868233,7026.5967178608,521.3105659455,44,0
"793",2767619,6,1.16666666666667,20.2837362289333,6,14125,15738,268.833333333333,0.747451343836886,2152.749376302,121.7024173736,7,0
"794",2768070,5,3,30.52499542196,4,14646,15710,212.8,0.649969456322541,37875.2860104342,152.6249771098,15,0
"795",2770679,3,2.33333333333333,25.9299952188,3,15580,16189,203,0.86628733997155,2433.6592254588,77.7899856564,7,0
"796",2771241,2,2.5,19.9002113342,5,15376,15444,34,0.0749724366041896,6670.0474395398,39.8004226684,5,0
"797",2771535,5,3,26.74424057004,8,15273,15703,86,0.425742574257426,15335.194778434,133.7212028502,15,0
"798",2774011,1,1,10.123573303,1,14269,14269,0,0,20388.876632242,10.123573303,1,0
"799",2774097,7,2.57142857142857,29.8998135156714,11,14094,15711,231,0.738693467336683,12355.1947632256,209.2986946097,18,0
"800",2774798,2,1,19.1247024535,2,14128,16099,985.5,0.91461716937355,3293.598876864,38.249404907,2,0
"801",2775247,8,5,62.3289844988,14,13900,15882,247.75,0.8317247167436,39298,498.6318759904,40,3.8448123932
"802",2776162,26,6.38461538461539,74.9375319843808,17,13827,16274,94.1153846153846,0.996335504885994,483.2998351956,1948.3758315939,166,0
"803",2776200,5,3,25.29527740484,9,13893,15769,375.2,0.784937238493724,15286.3530197258,126.4763870242,15,0
"804",2777231,14,5.14285714285714,102.161556243336,11,14250,15285,73.9285714285714,0.509099852434825,57379.7652812184,1430.2617874067,72,0
"805",2780232,1,1,20.349411011,1,14229,14229,0,0,41797.690216594,20.349411011,1,0
"806",2782979,27,5.85185185185185,104.641904548167,25,13822,16235,89.3703703703704,0.98049573344169,5896.3194579936,2825.3314228005,158,0
"807",2783193,6,2.16666666666667,17.7375621794833,7,14170,14866,116,0.32938949361098,14453.784865702,106.4253730769,13,0
"808",2783770,8,1.875,30.5567803381625,9,13841,16162,290.125,0.95045045045045,3914.348892124,244.4542427053,15,0
"809",2784424,10,2.8,29.06544342027,10,13996,15826,183,0.80017490161784,10648.0961646732,290.6544342027,28,0
"810",2786982,6,2.5,23.7428766883333,8,14254,15403,191.5,0.56628881222277,21471.994628832,142.45726013,15,0
"811",2787237,4,1.25,10.7690820692,5,14123,14978,213.75,0.395833333333333,18415.7063484615,43.0763282768,5,0
"812",2787520,15,7.6,70.75874290422,17,13862,16235,158.2,0.980173482032218,1473.5993957472,1061.3811435633,114,0
"813",2789841,11,5.63636363636364,42.4372152846909,9,13891,15186,117.727272727273,0.541387959866221,66240.7738870215,466.8093681316,62,0
"814",2790467,6,2.33333333333333,15.27769978835,1,14128,16144,336,0.935498839907193,681.0996818568,91.6661987301,14,0
"815",2792680,2,1.5,32.18581962545,3,14710,15096,193,0.2453909726637,16932.6040835183,64.3716392509,3,0
"816",2794837,18,6.16666666666667,76.0455203584556,22,14011,16102,116.166666666667,0.920334507042254,1791.8988952665,1368.8193664522,111,0
"817",2794969,2,2,22.46178054785,2,13907,16144,1118.5,0.941498316498317,4837.1983031853,44.9235610957,4,0
"818",2795400,9,1.88888888888889,21.9420572914111,5,14137,15536,155.444444444444,0.651910531220876,31112.5397411502,197.4785156227,17,0
"819",2803003,2,3,37.4009838101,4,14906,15063,78.5,0.114015976761075,60256.744003304,74.8019676202,6,0
"820",2804433,13,1.53846153846154,15.2148625298231,5,14366,15889,117.153846153846,0.794470526864893,14459.792785466,197.7932128877,20,2.7663173676
"821",2805502,6,1.5,24.5889911649,6,14026,16264,373,0.991581745680106,150.0999565128,147.5339469894,9,0
"822",2806428,17,1.94117647058824,19.8495211880471,9,13953,16154,129.470588235294,0.944635193133047,2934.7485237111,337.4418601968,33,0
"823",2806711,6,6.33333333333333,55.64588387795,15,14597,16053,242.666666666667,0.863582443653618,12452.19591129,333.8753032677,38,0
"824",2807467,6,3.16666666666667,35.7079350151167,10,14051,15963,318.666666666667,0.85663082437276,6047.998657152,214.2476100907,19,0
"825",2808072,4,1.75,23.353111267175,5,14893,15490,149.25,0.429496402877698,16177.1951596866,93.4124450687,7,0
"826",2813050,18,2.33333333333333,18.0795711939611,10,13823,16053,123.888888888889,0.90650406504065,4576.99859608,325.4322814913,42,0
"827",2816555,32,10.03125,88.4844926590438,24,13982,16195,69.15625,0.961755758365928,875.5997314416,2831.5037650894,321,0
"828",2817063,13,4.53846153846154,44.0684723485538,18,13829,15985,165.846153846154,0.878565607171964,8448.2984085012,572.8901405312,59,0
"829",2820978,19,12.7368421052632,105.565299886905,21,14010,16188,114.631578947368,0.958205015398152,6127.497825602,2005.7406978512,242,0
"830",2822016,4,3.25,30.2858586313,8,13899,15690,447.75,0.751258389261745,8242.6975116534,121.1434345252,13,0
"831",2823160,4,3.5,48.440126418925,5,15068,15817,187.25,0.616460905349794,10415.0957335836,193.7605056757,14,0
"832",2824396,3,3.66666666666667,17.7169329325667,3,14114,16266,717.333333333333,0.992162286768096,150.4499416356,53.1507987977,11,0
"833",2824515,7,3.42857142857143,35.2466613221143,10,14073,16281,315.428571428571,0.999095022624434,50.5999755848,246.7266292548,24,0
"834",2826160,9,2.22222222222222,23.6908204818778,4,14138,15662,169.333333333333,0.71048951048951,16114.948104708,213.2173843369,20,0
"835",2829479,2,5,59.6484146115,6,15651,15749,49,0.15506329113924,30438,119.296829223,10,0
"836",2832887,1,1,15.236495972,1,13845,13845,0,0,37146.577179736,15.236495972,1,0
"837",2834057,4,8.5,75.3285975453,15,13884,15955,517.75,0.863276365152147,18777.7666472864,301.3143901812,34,0
"838",2837544,8,3.875,38.72171783415,13,13821,16158,292.125,0.949228269699431,3856.24885555,309.7737426732,31,0
"839",2839903,4,3.75,33.68134498525,5,14650,15179,132.25,0.323943661971831,28110.4121695248,134.725379941,15,0
"840",2839970,30,5.66666666666667,55.6013552343,18,13855,16139,76.1333333333333,0.940691927512356,5378.398956288,1668.040657029,170,0
"841",2840600,3,1.33333333333333,20.2556686403,3,13928,14472,181.333333333333,0.230997876857749,23102.436447186,60.7670059209,4,0
"842",2841118,9,1.33333333333333,22.3163969249889,4,14067,16020,217,0.881317689530686,9954.5475920246,200.8475723249,12,0
"843",2843382,2,3,20.169994831,1,15938,15952,7,0.0405797101449275,2628.1392297961,40.339989662,6,0
"844",2845709,2,1.5,8.9348182678,2,14293,14808,257.5,0.258793969849246,12782.9244613175,17.8696365356,3,0
"845",2846055,10,3.3,40.96311206819,10,14137,16238,210.1,0.979030754892824,895.499725338,409.6311206819,33,0
"846",2846608,11,5,60.8501612922273,15,14118,16277,196.272727272727,0.997228637413395,507.2854728636,669.3517742145,55,0
"847",2847353,17,4.11764705882353,44.0154006059588,18,14276,16215,114.058823529412,0.966118584952666,3935.8394241216,748.2618103013,70,0
"848",2847515,2,3,34.6783599854,4,14121,14881,380,0.351526364477336,32866.7020409896,69.3567199708,6,0
"849",2850958,1,3,21.9088516231,3,15222,15222,0,0,23245.2915721091,21.9088516231,3,0
"850",2851172,5,3,33.80617980916,6,14401,16249,369.6,0.981934112646121,503.199844348,169.0308990458,15,0
"851",2853833,1,5,50.1577148436,4,14228,14228,0,0,103074.104003598,50.1577148436,5,0
"852",2854074,1,1,152.36486816,1,13858,13858,0,0,369484.805288,152.36486816,1,0
"853",2854856,12,1.83333333333333,20.9136675198167,12,13841,16159,193.166666666667,0.949221949221949,3093.799621552,250.9640102378,22,0
"854",2854953,1,4,48.8283462515,3,14465,14465,0,0,88769.933485227,48.8283462515,4,0
"855",2855399,3,2.66666666666667,21.2100868224,4,14234,15307,357.666666666667,0.523670082967301,8433.4510498512,63.6302604672,8,0
"856",2856131,5,2.6,39.53138885502,5,14104,15642,307.6,0.705828361633777,13300.7475546491,197.6569442751,13,0
"857",2860619,9,4,62.1065012615889,9,13823,15535,190.222222222222,0.695934959349593,28311.7931514616,558.9585113543,36,0
"858",2862247,4,5.75,73.81441688475,8,14312,15738,356.5,0.723490613901573,11146.15478502,295.257667539,23,0
"859",2862344,2,2,24.15853309625,3,14964,15175,105.5,0.159969673995451,7251.3423156972,48.3170661925,4,0
"860",2868954,46,2.45652173913043,21.3215283102674,13,14066,16249,47.4565217391304,0.984663960306721,440.2998962388,980.7903022723,113,2.3969841003
"861",2870479,17,2.70588235294118,24.2738066279706,13,13904,16190,134.470588235294,0.960907944514502,925.3497161826,412.6547126755,46,0
"862",2870649,7,5,52.2540264127429,15,14027,16267,320,0.99290780141844,888.7997436448,365.7781848892,35,0
"863",2870754,16,4.375,32.5812824963187,11,14732,16245,94.5625,0.975499677627337,2266.6994056724,521.3005199411,70,0
"864",2871254,4,1.5,30.9651079178,5,14100,14457,89.25,0.163536417773706,18579.01225213,123.8604316712,6,0
"865",2874784,19,5,59.3226866467842,16,13848,16274,127.684210526316,0.996303901437372,859.5207366894,1127.1310462889,95,0
"866",2879930,1,4,37.7502136228,3,15375,15375,0,0,34277.1939695024,37.7502136228,4,0
"867",2880075,1,2,22.9569969182,2,13963,13963,0,0,53260.232850224,22.9569969182,2,0
"868",2881101,12,1.25,10.1341759363083,4,13982,16239,188.083333333333,0.980877879182964,437.7998657208,121.6101112357,15,0
"869",2882965,13,2.07692307692308,20.2437656108,10,14205,16179,151.846153846154,0.94995187680462,1856.3990477968,263.1689529404,27,0
"870",2883120,1,1,20.426101685,1,14858,14858,0,0,29107.194901125,20.426101685,1,0
"871",2885085,5,2.2,41.65387496932,6,14269,16202,386.6,0.959781529294935,1210.949752788,208.2693748466,11,0
"872",2886847,18,1.61111111111111,23.8047269185222,7,14390,15978,88.2222222222222,0.838880084521923,21319.493484285,428.4850845334,29,0
"873",2887371,5,5.6,64.91280822748,10,13856,16249,478.6,0.985990935311084,1553.119232178,324.5640411374,28,0
"874",2887436,2,3.5,48.4065418242,3,13995,14093,49,0.0428321678321678,172942.122229836,96.8130836484,7,0
"875",2889242,2,3,48.4704551705,4,13904,14346,221,0.185792349726776,59372.806604241,96.940910341,6,0
"876",2891506,11,3.63636363636364,33.8732358756818,11,13906,16238,212,0.981068573832562,1475.999536491,372.6055946325,40,0
"877",2891832,8,1.25,18.4662394523125,5,13976,16208,279,0.967490247074122,1192.4995422,147.7299156185,10,0
"878",2896788,4,2.75,47.082393169175,6,14275,16099,456,0.908366533864542,19825.9975433056,188.3295726767,11,0
"879",2897814,1,4,42.5999832149,2,16182,16182,0,0,4302.5983047049,42.5999832149,4,0
"880",2897954,5,3.4,49.6299896234,3,15551,16183,126.4,0.863387978142076,5379.99877924,248.149948117,17,0
"881",2898179,19,2.10526315789474,24.5537930536895,12,13928,16145,116.684210526316,0.94140127388535,8266.199157648,466.5220680201,40,0
"882",2898446,6,4.5,38.8368085223167,8,14186,15978,298.666666666667,0.854554124940391,9073.746509397,233.0208511339,27,0
"883",2899108,15,3.33333333333333,34.66931025198,22,13968,15578,107.333333333333,0.695464362850972,21114.74784834,520.0396537797,50,0
"884",2900491,2,1.5,11.0501327512,3,14877,15388,255.5,0.363442389758179,10650.494537278,22.1002655024,3,0
"885",2904349,5,9.4,55.76492958068,9,14290,16124,366.8,0.920220772704466,7321.9471492572,278.8246479034,47,0
"886",2906856,1,1,20.400543213,1,14471,14471,0,0,36965.784301956,20.400543213,1,0
"887",2908557,15,3.33333333333333,35.9263520558733,11,14187,16246,137.266666666667,0.982347328244275,3900.9088821042,538.8952808381,50,0
"888",2909570,7,3.14285714285714,40.3370028901857,12,14039,16020,283,0.882798573975045,18604.6154247994,282.3590202313,22,0
"889",2910373,12,5.91666666666667,58.507987578125,16,13827,16130,191.916666666667,0.937703583061889,9011.6967314916,702.0958509375,71,0
"890",2911493,4,8,131.894102096975,9,14486,15130,161,0.358375069560378,263839.421906971,527.5764083879,32,0
"891",2913852,7,8.14285714285714,63.3669757839143,13,14317,16167,264.285714285714,0.940996948118006,5298.8791503348,443.5688304874,57,0
"892",2914700,16,3.4375,40.1703536508813,17,13862,16246,149,0.984717059066501,1102.5995483299,642.7256584141,55,0
"893",2915553,10,2.2,19.78443450919,8,13943,15104,116.1,0.496153846153846,20917.6117969086,197.8443450919,22,0
"894",2916584,2,2,28.995361328,2,14038,15375,668.5,0.59554565701559,18115.1514284,57.990722656,4,0
"895",2917858,3,4,65.2817306517333,6,13912,14480,189.333333333333,0.23956136651202,179117.193924246,195.8451919552,12,0
"896",2918960,2,1,259.007957459,1,15342,15945,301.5,0.640807651434644,5729.098968424,518.015914918,2,0
"897",2918978,4,5.5,36.024855613425,7,15375,15588,53.25,0.234581497797357,28147.494697567,144.0994224537,22,0
"898",2920077,1,3,41.2867965699,3,14916,14916,0,0,56439.0509110533,41.2867965699,3,0
"899",2920174,20,3.95,36.48312673545,16,13928,16222,114.7,0.974097664543524,1570.1395206376,729.662534709,79,0
"900",2920352,7,2.28571428571429,22.0082490103571,5,13968,16154,312.285714285714,0.944276457883369,1283.5496063178,154.0577430725,16,0
"901",2922886,3,3.33333333333333,31.0010566712,6,14717,16090,457.666666666667,0.876756066411239,7293.4679679802,93.0031700136,10,0
"902",2922932,6,1.66666666666667,39.2042051954333,3,14621,16228,267.833333333333,0.96690734055355,1094.49966428,235.2252311726,10,0
"903",2924439,7,3.85714285714286,28.7772718155286,6,14347,16039,241.714285714286,0.87396694214876,6978.3977661068,201.4409027087,27,0
"904",2926393,6,2.5,26.6025193531667,9,14186,15999,302.166666666667,0.864568431092036,8164.9967498472,159.615116119,15,0
"905",2926490,45,2,23.5204763200156,15,13901,16274,52.7333333333333,0.996221662468514,83.2499656677,1058.4214344007,90,0
"906",2926857,1,2,17.7673873902,2,13862,13862,0,0,43014.8448716742,17.7673873902,2,0
"907",2927446,6,3.66666666666667,70.79688708055,9,14296,15819,253.833333333333,0.766482133870156,23107.194335952,424.7813224833,22,0
"908",2930706,7,6,53.0474812641857,15,14299,15585,183.714285714286,0.648185483870968,4153.0978698436,371.3323688493,42,0
"909",2931150,6,1.66666666666667,21.0771853127,5,14124,16263,356.5,0.990736452061139,496.999816884,126.4631118762,10,0
"910",2934086,7,1.71428571428571,18.1072164263143,9,14328,15664,190.857142857143,0.683375959079284,4023.5,126.7505149842,12,0
"911",2935619,17,1.70588235294118,17.2192066415647,7,13920,16265,137.941176470588,0.992382564536606,538.199890128,292.7265129066,29,0
"912",2936593,3,1.33333333333333,49.9333190913333,3,16046,16055,3,0.0379746835443038,11388.595825092,149.799957274,4,0
"913",2936992,7,1.57142857142857,21.2614130293714,6,14011,15809,256.857142857143,0.79137323943662,6588.5971068936,148.8298912056,11,0
"914",2937611,8,4.5,61.283113717625,16,13852,15972,265,0.872069107363225,40862.062620125,490.264909741,36,0
"915",2940450,8,1.375,18.0858578679625,7,14948,15847,112.375,0.673408239700375,2180,144.6868629437,11,0
"916",2944235,2,2,14.6868534088,3,15081,15158,38.5,0.0640599001663893,15933.13264845,29.3737068176,4,0
"917",2946394,1,1,20,1,16041,16041,0,0,4840,20,1,3.2921257019
"918",2949091,2,5,91.63624191365,6,14291,14712,210.5,0.211345381526104,125104.490846474,183.2724838273,10,0
"919",2950227,8,2.25,27.297483920975,13,13983,15859,234.5,0.815652173913043,11384.3961179408,218.3798713678,18,0
"920",2951878,4,3.25,30.60081005095,6,14003,14124,30.25,0.0530701754385965,60437.3647489175,122.4032402038,13,0
"921",2952092,2,1.5,22.89308738735,2,14067,15210,571.5,0.515794223826715,27321.07585165,45.7861747747,3,0
"922",2953617,2,1.5,13.9838314052,2,14269,14299,15,0.0148957298907646,40474.677732608,27.9676628104,3,0
"923",2956616,24,4.70833333333333,45.46889297135,19,13855,16223,98.6666666666667,0.975288303130148,1193.99963376,1091.2534313124,113,0
"924",2956896,1,5,48.8499908444,3,15852,15852,0,0,21054.3460539364,48.8499908444,5,0
"925",2957396,1,2,26.9450759889,2,15276,15276,0,0,27133.6915208223,26.9450759889,2,0
"926",2959100,9,4,61.7920968796778,3,14580,16228,183.111111111111,0.967704051673517,3439.698791463,556.1288719171,36,0
"927",2959801,2,5,59.69822406745,7,15348,15396,24,0.0513368983957219,42176.6040092657,119.3964481349,10,0
"928",2962900,1,2,32.697105408,1,14051,14051,0,0,72979.939270656,32.697105408,2,0
"929",2963400,1,5,51.6499824519,4,16089,16089,0,0,10020.0965956686,51.6499824519,5,0
"930",2963744,7,1.85714285714286,25.3036651612143,9,14124,15823,242.714285714286,0.786938397406207,15341.195831246,177.1256561285,13,0
"931",2964031,3,1.33333333333333,233.933329264333,3,15581,15742,53.6666666666667,0.229344729344729,82773,701.799987793,4,0
"932",2966158,1,4,54.8104705809,3,13841,13841,0,0,133847.169158558,54.8104705809,4,0
"933",2966484,22,2.13636363636364,26.8658690015909,12,14361,16264,86.5,0.990114464099896,188.0998840316,591.049118035,47,0
"934",2967260,1,3,39.2160797125,3,14468,14468,0,0,71177.1846781875,39.2160797125,3,0
"935",2968550,6,1.66666666666667,21.5267581938167,5,14164,16260,349.333333333333,0.989145823501652,458.849929804,129.1605491629,10,0
"936",2969696,17,2.05882352941176,19.8102355281882,17,13823,16145,136.588235294118,0.94390243902439,1780.1991577032,336.7740039792,35,0
"937",2973200,1,5,48.3937683095,3,15098,15098,0,0,57346.6154467575,48.3937683095,5,0
"938",2974215,3,1.66666666666667,26.2114486694,3,14543,15739,398.666666666667,0.68735632183908,8676.7983398208,78.6343460082,5,0
"939",2976080,9,1.88888888888889,17.3129126230111,6,13954,16194,248.888888888889,0.961786174323744,2660.20926664,155.8162136071,17,0
"940",2977222,17,1.82352941176471,18.8886293523588,11,13829,15763,113.764705882353,0.788101059494703,20670.219192428,321.1066989901,31,0
"941",2983885,1,3,18.8504295349,2,15397,15397,0,0,16701.4805679214,18.8504295349,3,0
"942",2983966,35,3.88571428571429,55.1295245031971,14,14025,16158,60.9428571428571,0.944641275465013,7849.998474025,1929.5333576119,136,0
"943",2983974,8,1.75,28.911955833475,9,14220,15556,167,0.647600581677169,7233.6477813414,231.2956466678,14,0
"944",2985314,1,3,80.758537293,2,14569,14569,0,0,138420.132920202,80.758537293,3,0
"945",2987279,6,5.16666666666667,48.2664407094,13,14026,15953,321.166666666667,0.853788214443952,13777.494964464,289.5986442564,31,0
"946",2987554,19,1.31578947368421,18.4820162120947,9,13939,16141,115.894736842105,0.939419795221843,844.8995666444,351.1583080298,25,0
"947",2993945,5,1.2,13.30892410292,5,14045,14774,145.8,0.32573726541555,9991.4319419796,66.5446205146,6,0
"948",2994682,7,3,42.8535483221857,10,13997,14489,70.2857142857143,0.215223097112861,64070.431367046,299.9748382553,21,0
"949",2994720,10,2.6,22.56284751862,9,14286,15794,150.8,0.755132699048573,10904.6949632022,225.6284751862,26,0
"950",2995921,3,2.33333333333333,24.2913258871,4,14909,15495,195.333333333333,0.426491994177584,26240.396392536,72.8739776613,7,3.5234146118
"951",2996286,1,1,4.9499969482,1,16204,16204,0,0,391.0497589078,4.9499969482,1,0
"952",2996685,6,1.5,29.1766173044333,4,13983,15438,242.5,0.632608695652174,5027.747421229,175.0597038266,9,0
"953",2997193,4,1.75,26.0822677612,4,13821,14298,119.25,0.19374492282697,20095.293006455,104.3290710448,7,0
"954",2998831,7,2.71428571428571,30.7030694142857,5,14179,15056,125.285714285714,0.416825095057034,61480.7956233,214.9214859,19,0
"955",2999579,1,2,12.8999938964,1,15852,15852,0,0,5559.8973693484,12.8999938964,2,0
"956",3000753,12,10.3333333333333,111.527635892133,12,14187,15206,84.9166666666667,0.486164122137405,240005.664493303,1338.3316307056,124,0
"957",3001601,1,2,11.498954773,2,15348,15348,0,0,10751.522712755,11.498954773,2,0
"958",3002110,2,6,59.01584243745,9,14220,14361,70.5,0.0683470673776054,155512.68562879,118.0316848749,12,0
"959",3005542,17,2.52941176470588,40.5872549166059,17,13827,15867,120,0.830618892508143,16598.397460736,689.9833335823,43,0
"960",3005828,13,2.92307692307692,32.5427147791308,15,14024,16237,170.230769230769,0.979637007525454,733.6998596172,423.0552921287,38,0
"961",3006050,1,1,12.782295227,1,14704,14704,0,0,20183.244163433,12.782295227,1,0
"962",3007251,1,2,30.472984314,2,13897,13897,0,0,72708.540573204,30.472984314,2,0
"963",3007596,1,7,32.2499885558,4,15672,15672,0,0,19704.7430075938,32.2499885558,7,0
"964",3008142,14,3.92857142857143,39.1320351189286,12,13829,16033,157.428571428571,0.898125509372453,1987.49923705,547.848491665,55,0
"965",3008908,2,12,83.1449794765,6,15621,15739,59,0.178247734138973,52822.3867184576,166.289958953,24,0
"966",3009386,17,2.41176470588235,11.9894083247118,5,15536,16116,34.1176470588235,0.776439089692102,835,203.8199415201,41,0
